orderId,itemId,quantity,price
1vGFMhcjJ9wutS3JD7tMhj,938,Tompouce,1,26.31
9bs9kUiyU9bL1mfd6JKvGK,123,Tompouce,1,62.08
9w5bSeonzBRBEHjK4ETpzk,125,Book,1,79.01
woFZ2pqgNpgqAznvE4EPjK,320,Socks,1,76.41
jmigaG9FEE5ibozwocopAy,167,Book,1,31.42
pn52tMEKytVzTUxVH6HWq8,677,Book,1,82.76
682pJNrbMiwNXGbA4b45HT,408,Bread,1,32.18
3gHtn2uEyw32Va8J6rGe5B,219,Curtain,1,62.31
4nAyyc76CujK5qwmqLkRLs,243,Shirt,1,46.47
9mUB4jmJMAr7o7K924vCT3,852,Tompouce,1,44.94
kQS9X8A3cvD15fCUerDNoT,568,Towel,1,82.76
ahAwe1ot7gpagGmJL2snqo,376,Shirt,1,76.83
6hNWphJf38r73cXKdwNcEP,132,Tompouce,1,77.42
evC3mUQ7MHDVGaADbQumzD,400,Socks,1,26.62
mTo4S9ovJ79TvWqp4oP2BB,666,Socks,1,2.97
i6NLrubZomKee3FRMTaFaJ,389,Bread,1,24.52
jeqJoqheGB79vXwyALSNov,362,Pen,1,35.12
d4ienRbqqXSQskGEDGZF7h,425,Socks,1,39.67
bjoh5RuhwkrjGQFk9SRTuy,705,Curtain,1,19.57
oZdxicDjeahHT3AFbHUx6p,845,Pen,1,21.28
gTFwTHdT7ohfN33urcsMzF,707,Shirt,1,46.31
sqEz5cHcdxNmghV6zUfqVL,341,Paper,1,28.36
m1EUD6FVqGTaUBrbiVfF5v,884,Shirt,1,60.95
3R2WG8hDomoVvuXhsPADWe,667,Bread,1,78.86
bimQoEJ3HAEUTMK5KDqUf8,604,Tompouce,1,2.56
kQ895dM9c4mSHcUPrE6Jc6,296,Tompouce,1,8.96
uwQkWobjtdQnxHq8uxwqPA,854,Pen,1,62.81
vf877oxbYX9qniLZL6aYoW,785,Socks,1,75.69
hwQ22uE1BZAT3qXMTjVfFj,217,Socks,1,18.09
jeyUtqtDF9AqmrN7t56Vjh,615,Tompouce,1,70.59
xAhEHEK7uPSGfUTrf2e6t3,595,Towel,1,22.27
xpDGETCQdqP8wSswigrsKZ,338,Shirt,1,34.25
1amdQazpab8dEw4YkQnFYW,992,Book,1,18.23
gWepdnSaoGfpMjibVMcvgT,254,Socks,1,9.65
v6eESbzt1hrQB1asPSeH95,562,Curtain,1,63.7
ejnitJb6GfZYeJzTPzZJq3,148,Shirt,1,52.25
aRDnof1yu4WWExz7tgrJgT,605,Socks,1,79.96
ryCvu3tcLzLCEZyXo4HhzN,248,Book,1,17.27
wGrp39tYwzLGpFD1acqfGd,907,Curtain,1,59.05
uvDGZj4DgtYCiTmHJ7tTG2,649,Bread,1,33.05
tEVL75QFKyY7eKE93YUtMK,687,Pen,1,30.34
4JQXEaRSJsUpH1mg8cZ3Tn,794,Book,1,7.49
xaUkgEgB2d3y1K1tvEXtiJ,870,Paper,1,8.16
5wtRcdVRJY4b2RYMBJPFZj,165,Towel,1,78.59
2wmYGn5FSw9PUvRZFv6ZXy,333,Paper,1,62.47
mD924tSUNK835fDo6RFXWw,525,Bread,1,60.13
bKoqRTDYkWLPpXBoGXHcGJ,583,Tompouce,1,33.37
a4fpuvCjL3cDHnL2N8ukqZ,748,Shirt,1,3.48
wHMVAEGtcfnhxQDeKGLhRW,793,Paper,1,15.8
1zdv55Yx3RDd8QEtCepz66,622,Towel,1,9.13
eVUvZnFJTnGWEENia3ScxB,518,Shirt,1,80.83
rShy6ATX7mkmpm7CEA8Rn1,500,Socks,1,6.06
pW9u1M4s4nJAi4Gh9v9YSd,101,Pen,1,45.23
xaKyBa9Xvjsr8rPU99Tch6,964,Tompouce,1,5.8
j6LwNEoGjPCLQKKGuGtStx,775,Tompouce,1,1.09
2yJpbpZTsXApTnQBaxgXHJ,538,Tompouce,1,80.03
4hjqHktqVYy29hRoZGQttK,381,Curtain,1,69.76
cazAjaU9SqaC8BEJCbKnVf,588,Socks,1,74.62
b7xHFCWk54ATCFwXRGBtXn,345,Book,1,53.9
5nYQjJbePyo4XnXi8d2Qfu,654,Socks,1,80.78
wsTVeGY919g4gHKEaPh9Na,453,Socks,1,60.41
nK6x6v1ojSRERz23F7Pm9c,747,Socks,1,75.38
5PLWd2TFPPoSRisi4wHZob,195,Pen,1,19.39
1sYX4oCpqmHfRKHWqDk1VH,683,Socks,1,15.45
ozth1wVkmVC6GvcN1ogBpN,833,Tompouce,1,57.45
dfg48xNbMeheUymyYw4yAE,280,Bread,1,22.86
dhs3JGdKCwigLCQxyKn6CY,707,Curtain,1,65.47
nq4EPC6VnFAi2wKP1vok93,515,Curtain,1,35.13
gPQ9DGdUhunKgx1Fr5XwWe,481,Socks,1,65.34
ktd8Wv81RkEUdtKHuJwdD5,207,Socks,1,49.24
pCjCiE2iRdBqNT9SwsaGji,137,Book,1,81.58
duDkMRBLebbMBjsa9CS4Yc,339,Socks,1,1.44
eDj1RK1NXsLgtoXqUv1Avw,521,Tompouce,1,38.26
bgos4pYDKstXSaqGe4fgG7,969,Pen,1,75.56
wFrxNRWzs5cGmfbh3XxKDP,215,Paper,1,24.76
5nLBxWR7ys3y1PYDwzmNNH,849,Paper,1,62.05
dwQovDm5EiKztFut1sTR6Y,197,Paper,1,64.17
iEqdafLgQoCmmgSMWZ426K,401,Bread,1,72.11
aNmEN1TZyNovCEEnK7CM8j,452,Book,1,76.24
dQsNPdEqmYYmzUY7Eg93ie,151,Curtain,1,37.62
bQ77YkPqfToZW7sJJxJvHd,224,Towel,1,10.97
xjXnKy73V3wNKfkwGXnmTk,302,Socks,1,16.27
cFfxqeS5ByxHtktSSQhrbk,436,Tompouce,1,43.52
ftknftCgjn5nQ2w8r2QB3W,382,Shirt,1,25.48
cWSHYHEFqT4gFnoQ9ZCqmK,773,Tompouce,1,9.44
duaGCYCLPbqXLbYucJ9R9f,586,Bread,1,69.8
u9LoczKzmNAyZkiv63xFqK,795,Paper,1,81.83
jgKUpRS7XmvFgTsS4z665b,920,Towel,1,8.81
jjedGeQniQaeK46eguLhGv,444,Curtain,1,15.96
ckTb3CYurUZAKR92nKzUin,660,Bread,1,56.48
dz2xLpLDncHnCqMXbsNrf6,194,Curtain,1,22.07
xi2HriMVGyYKjKetACXSLH,145,Shirt,1,47.26
79E9AhuCJTD3oHAeDL697J,708,Shirt,1,8.49
xkwKw6yBEwY9XvoxrvFLtR,200,Shirt,1,40.47
86pepkGhHAkuwWqEq7q7nf,602,Tompouce,1,76.52
8PGXsYrrPUvY7rrarKzRb3,147,Tompouce,1,58.89
ua2ZTVFFmRE5iqjfaVx8yw,254,Socks,1,46.17
pS5cgrDoVjWvoKtn3AqLQP,252,Socks,1,56.45
1xN7crAfnG1uiG5h8CFQUr,453,Paper,1,45.11
6xb1HBMdzstoRNKSWtNP5m,752,Tompouce,1,79.51
ecFtehh6U8MA8jgqTt8GmE,284,Bread,1,36.95
gjZxKKYa1Pzj5RzzZeFuYT,921,Paper,1,4.05
dmyf7uQvk4y4PJN5da7uWH,656,Pen,1,73.81
hkhx9ndyYmPs4ay77JJXSy,563,Socks,1,52.01
rJE31d1KMLTRhzzND2iNwd,557,Pen,1,59.93
ws8jdzvtg9xhPm8CWRKJUR,295,Pen,1,74.62
3obu4aQFujh96Qiwnn64dS,354,Socks,1,9.92
7oMspnLUqSnsmgRhCLJNDG,938,Paper,1,32.86
5rR7w5X4hgwqhSyZ8KcG4J,810,Towel,1,36.59
nKqDGr1TvicgCFvkdpWdp6,415,Curtain,1,8.3
n6w2ww96vwJ62USLvyF8GS,501,Book,1,55.23
h9VwXiRWCfJ7pVeLubU1w6,555,Bread,1,21.55
jnYe9ejueBmm6aP7jEs9a2,617,Socks,1,65.23
cFw1FDYJgTf4U1rNDt3rda,365,Pen,1,8.09
jggn7rjwvdtEb8E9Z7kLju,887,Book,1,27.43
8QRDHXgLie7MRNN32S5gGo,540,Paper,1,35.57
fw4kJyjz7zQRZkBNFgNz5j,153,Towel,1,35.95
rdd2B22aePAVdtMMwCKedB,201,Pen,1,5.13
erdVzTbCCFpfxH4khqtjCi,112,Tompouce,1,8.1
4rWopeMndo7DEE6e2M5uy6,612,Tompouce,1,65.52
j4tMJzEMp4avMRUDCzjKFF,417,Shirt,1,54.49
mFAT98ysvAV4VwhjEpJhWp,148,Paper,1,56.16
nSN9ua2ng6P8AmGid2v9zs,453,Bread,1,46.53
mnyQ3pLa3a4Rx2LPhRCrqk,612,Bread,1,21.49
hBBEpMoWoHvQFXydYvVDBC,117,Shirt,1,15.62
sZjeE4chz9das7HzXh6Nfx,363,Socks,1,42.74
1SnvA4KRej5yotn6ERqScw,320,Book,1,32.96
pfHX1yVKcWPKiDfTkTWGzZ,373,Book,1,17.11
bdxYYSntTeLNw98zPaZFKx,920,Bread,1,15.8
2hgULNtCBcM4wNp75dCoWp,693,Socks,1,6
tyxMR4YCic2T7HcUXhQAhv,482,Towel,1,11.51
u9m5aWkhRUKwk1aGWWmmgo,587,Socks,1,67.07
vNk5cZQ8iXwXtj2wW9HjQx,610,Book,1,75.31
qMctedxDALk12CiPeJXRuE,763,Tompouce,1,72.59
5mAZGeg9bCJS6PxMBubKfj,197,Bread,1,55.21
kxss3YUdAY4HX3irjvmxqU,143,Book,1,69.94
rXXqXCN8Bo8179oHQjxTe8,527,Socks,1,67.88
odmrCsLYRXoaLiR8ymiDS1,750,Paper,1,40.37
acMfmqjztNJqWSKKbDbrpd,829,Pen,1,57.08
evCg7Z1Qf2H93euaU95Tgo,328,Tompouce,1,18.39
uK5nNPvWFpWDDiQxAa3TfN,746,Paper,1,15.01
ttF18e6kKKWe7sqkt9VQQh,291,Curtain,1,58.98
w5jfKuv9g1kFizgrAxD5iu,757,Socks,1,3.11
53QMdYv9x6jdEL5M67anCy,943,Towel,1,22.54
onZSiT7eNJq9Eb8ruRKnhG,173,Shirt,1,34.16
8cesQMvAAbZrLM5XPgxqgY,298,Curtain,1,23.03
uhCVPVDgNyG5KoEXBiJMX3,369,Bread,1,35.29
duoXoKe5WX9DSxKZTSicTb,802,Curtain,1,57.02
sY7NukeeUcn2d7p7ZcXNBW,836,Towel,1,48.82
r6X1Gfi4wacB6vkZPY5cGo,305,Paper,1,37.82
dnpHTqL3XS1FPzcYGqMqSd,672,Pen,1,50.53
8SzasX8AjCmvbMTndkaVm1,968,Curtain,1,63.24
sZXsNBk9BoAW766TgCtLCz,744,Towel,1,69.93
j4HmPqaY7k5VH3WMkRJhsY,616,Paper,1,49.52
9tHAoBNNifRZxiDDMn7k1m,825,Socks,1,4.48
ep7RpEg68PKqae3bdaLoS9,416,Paper,1,64.17
xzKMbKKS7GA8ieBXeZrHNX,905,Bread,1,40.08
w6hFJmDMeRQJxDvMFDXNYf,556,Socks,1,24.22
vbAVNum4otPbSHTnrpVgHa,445,Shirt,1,3.31
i2xyThhGec872AJqasn2jg,358,Tompouce,1,57.4
cbikyHFZzBdMH8mDnGGNdU,253,Pen,1,40.9
4Q21AuNf3mZf3p8eafkwd7,282,Shirt,1,28.45
raSxXp6Lcm54ktcXf2pJfv,713,Socks,1,64.92
gNHsMWQv1fPa7Sdtq1FFbJ,641,Shirt,1,23.66
dAAdB9gaySE5zuEsbrHYU5,674,Tompouce,1,63.19
fv5pyUzHy5hwJmP5pjizDP,902,Book,1,22.23
rzHpF3ycLRErQjuE7Es7eV,477,Pen,1,68.03
eBmGPCoyhKoaChRerwRhgj,825,Socks,1,56.65
j9br1wdw7hCVUag3HxiXoJ,849,Bread,1,59.11
tEZLxF2RFL6JRYttvekRc7,701,Towel,1,11.8
qqDDWm36zGUMN8ZuHVfZay,866,Pen,1,40.98
vwMC8eZQpw2Rw5mZbLhZun,182,Bread,1,5.13
dAe4bNR4Kru3AhH6iBA8v5,585,Towel,1,36.02
38eDhdsMcLj9b8RxpmJMV7,560,Tompouce,1,10.03
7WSLG7to8fsGo8AAYdapY1,301,Paper,1,46.98
rgxaxkJfPkDUkTmko17Qjm,588,Tompouce,1,66.58
jMUCykQcDwo2fhX5Kwb5zv,597,Paper,1,11.71
hzyNzEBZMqRmCFvZoJ3gxd,498,Tompouce,1,23.58
vVBRn8Nx7XJcn6hyfdqvAN,607,Paper,1,8.69
3YzTv9GDCsQ6ZDhr6tpPc7,808,Towel,1,34.4
5q2QAwE5m566Uiy8iv2gTV,546,Pen,1,80.28
nRswJby7McMjcQmButKeQS,821,Socks,1,46.38
7ddDqfVc56KBhkMgQaFsGA,644,Pen,1,60.91
27dYmBa9JLBRETFAp668G4,402,Book,1,32.86
gR9cWN5YqP7wM1ZAfGKBpa,509,Bread,1,29.4
vKdcgmig4ZhogG8wmC2C8H,480,Tompouce,1,12.19
mbqZ6GJeD7Kmvhrgyqsd3b,974,Shirt,1,14.47
kGbggisyuqCsSCqf7REvMZ,303,Paper,1,64.55
oCpba4o4mvC3WexWbHk2Hi,230,Shirt,1,61.25
bTBNYHj65R2X9AsPdukX2m,901,Socks,1,65.99
s9qgRY9PcddAqHQNmV1pLq,874,Socks,1,80.41
hcBNMxwqK1HJPEgXUVwfdw,382,Bread,1,67.78
wK8Fj6dcVgo1ehwWBRgEtg,939,Towel,1,58.16
qu2PV8QMDwffBnqNrRwhRS,180,Pen,1,41.35
oT4zmwn1hbRnfbwGh7sp6m,638,Towel,1,78.89
ryF4ipPSmyhj1Hi7o57oQ7,386,Shirt,1,31.37
93XPV6MeBBA49WoXn4KajK,714,Towel,1,56.73
djxNX6yvRfoYVrfuekPUTD,357,Shirt,1,64.99
aHT2ndn6f7w6Wjk4oPkXjv,778,Paper,1,80.52
pTfEwouUVC1xGfXCQERz4v,397,Paper,1,20.57
hj9arysmCt1hGuwoxR7g34,677,Bread,1,58.58
1gry9dYVWj48876QYBCV5W,161,Towel,1,73.38
buM7s85PFKAZMWNRKSGVa2,403,Paper,1,76.87
xm2yGgWgW7nNz6XopZXV29,648,Curtain,1,2.46
9YuMk6panJF1uSMRJXVsZh,122,Book,1,41.51
ojgQud4T5pZWFsNZ7XfZ61,327,Socks,1,21.04
8aybXPfvcJ7PRYyrJkbS2v,579,Bread,1,78.04
9DK7hac3h6Yax4XiC6TY3W,472,Tompouce,1,16.97
eZUnsYJiju14ZvqhJE7tEa,762,Tompouce,1,57.53
kMRRdqkBDPgcLiuUCRcfsR,132,Paper,1,56.73
61jTVS85ZGccqeN66zXmH4,621,Curtain,1,78.62
qiW1yFXN8gu4U4s4NXUW5R,110,Socks,1,77.51
ity7SNbhFJstvjPYhu12dY,117,Book,1,4.64
djK5nVsmCtfWGnyNqAQQqT,279,Pen,1,61
cYw4eL6BDcG3ceEEfpuiui,861,Pen,1,27.82
qV69DtG34bvB5CtLY1HtbS,195,Pen,1,5.57
eWyakzsUUNpiG8cHWDGuUA,415,Tompouce,1,53.24
d54LR8YiktueM9vjpE4f22,737,Pen,1,31.6
8A2sVNEZaUhVtcHiDftXYA,648,Pen,1,7.26
cN4dnVJtPJWCMMoo7ERXy7,270,Tompouce,1,76.09
1Mzs7KYPvhVtJin3cHhEHM,818,Socks,1,40.67
mfiHbNCdczheuYK7oXeNLJ,750,Shirt,1,47.45
mrJ47ugDYsoTq9AaKZ1Gg6,154,Towel,1,36.01
ctAxUCsMMtwBd1CiZrPdmY,681,Bread,1,62.75
jpin147WHgrTprKNNrNFtU,686,Socks,1,30.89
awktT5E29NeK12nVfqKqW8,228,Tompouce,1,53.41
8sH87pfYNbpZctj6wza1fF,345,Bread,1,59.95
ngQmVFx8FMsek45npYP4mM,559,Curtain,1,70.9
ppKJEL3gRz4JGWpyUYYKdt,155,Tompouce,1,38.11
aNunBoSr5wr2qVe7Uhc5So,209,Tompouce,1,22.6
msZ5SM25MC8CTQF5PzFQN1,997,Book,1,43.7
hY5yEQ24Lh1LkBxLQF3W95,868,Shirt,1,78.17
gAfC4CutikunFcYvbMGc1q,253,Pen,1,68.51
sPV6N6P8Sz9mmhDrB46yDN,828,Tompouce,1,3.94
ieCs9JK1d1amjFv7fUW9JS,994,Paper,1,72.72
bzDgeYSxY2MGwypmPcK71R,141,Towel,1,58.51
w83aUUAsdgizyRmFKrc5kb,420,Bread,1,73.91
8BAnGM85JyLY9FAT3G4onb,550,Bread,1,13.85
uk1bQK3jDuwUtSfoGz2tb7,442,Shirt,1,82.37
8dB8hksTGMNUX6i2Tt3iBr,784,Shirt,1,15.31
2oAWXd8DqNNaSGMzDw3xs2,291,Paper,1,76.58
uuaKQYekw16UW29wBZRA6v,794,Pen,1,6.58
vtzBLeYscgvUTnhmgqadra,970,Book,1,32.97
hhnr8x6dpzQoHwoH7yjygz,995,Curtain,1,74.78
oGsT8nqJtY4oezDhn4wyy9,175,Book,1,69.96
ki8Bvkw6mUYXBm5igdsVoM,322,Shirt,1,76.38
1ZocKoNfEHpVdaSf1RG5eB,728,Book,1,30.79
f7QXKZN4CCAc2R1VtoyzXr,514,Socks,1,57.24
xomLJLwmNEXn59o8j8zJqj,245,Towel,1,55.37
poL52bWDniexD7rcbqczZF,913,Paper,1,4.28
ut446MXsh7k1yEfgMPM5BP,437,Curtain,1,52.72
2BPwJXUbsckFCEZxTQ1Nqt,949,Shirt,1,25.59
5TgbTf2JCK17bCYUpw6hXu,614,Pen,1,63.6
7bK1kghTnAnteFG55Jkzeg,334,Curtain,1,59.75
4M18Q8Fvi5hvTitCzmMUtd,817,Book,1,66.2
m77EZ378pLx983PCnDc5MW,484,Tompouce,1,68.88
oFXwAxnxGEa4k1GPJ55nD9,783,Pen,1,74.52
9H16CnwrAvZth3JgnueNLP,906,Towel,1,61.6
uC7PyT281SS1eVyxH1nhvC,987,Paper,1,19.11
3hBvBHf7DXndmJYp6PXHDR,197,Pen,1,30.36
6mzAJ6457eoo8Krnb8R2PX,916,Towel,1,79.59
3YSe3YeBeqXZpyPt32MLMe,287,Paper,1,30.6
edqmBkcHirQy54EsuKAqr5,212,Pen,1,80.59
eQsbFJkXomqzY4HzBTaRxe,317,Pen,1,35.23
hS1LwBfKQiZGaUE1hyjvbL,153,Shirt,1,27.98
7zphDsuFTJU8Akx6aUUkYf,182,Socks,1,6.57
vFRVarwb8FUdaRXcZLRd1u,426,Pen,1,20.13
4Hjfix9HnZS6a7uxs8zqGF,493,Socks,1,40.9
eUfEwcsewahLUTLhY9JXmh,660,Tompouce,1,45.72
eo7e7u5BW56RqmLhPmX7xi,372,Book,1,59.4
776HFBVehXCcgmFZ66nKmT,211,Socks,1,67.29
9JCtPRLpitVnNsWsqPFVN6,496,Pen,1,35.77
6wSBxa8QPeXbXwYTKEZTsT,269,Tompouce,1,73.1
7FBBcJKgcABEusbkmwURsx,165,Tompouce,1,71.62
uVG7aSD3A1BQJFQeQsau5L,664,Towel,1,79.92
e8hgSP95szBF24Jamjvt4T,412,Book,1,18.34
8c1GoEJBTpBcsDQutonQ8i,916,Paper,1,5.69
wQVqCns2xsmQgcBdaN1aLn,659,Tompouce,1,3.04
qvkzJ3X4FkdBfnkaZLQqk2,842,Pen,1,10.97
1wpmYuoSjAWr5mACmrAhgE,873,Curtain,1,11.44
aE7M2UYt129P4fC5HZL7zo,662,Curtain,1,36.54
6jDBBVjT1AWsKPT2qkMyQG,687,Bread,1,9.66
9Fx2vWD9NbdzEf73BwzmDj,594,Book,1,72.09
bE7ttsWACHEZrGBPgJBGqS,573,Shirt,1,19.35
joUbxcXhiX9vmkfZJMjmMC,515,Tompouce,1,76.59
s918xs5r2aXjLdfd3T7J8n,528,Pen,1,55.66
7DcPCUBRCMzNPqr934T1nR,464,Paper,1,31.59
kVQGhHzMe3tW6vpHZ5w46d,154,Pen,1,73.09
6U8WHtxtFo8ZCqTFsMon7C,844,Socks,1,17.37
o6bUELG5JCFQu1mGrvPr7v,686,Curtain,1,16.82
94RaUm83iU9ydwearF4ivF,553,Towel,1,25.27
orNpxmBDEsGttPvUP77sbn,352,Pen,1,25.34
dNAuLjgpfaPsDEFSrZzsJ7,337,Bread,1,41.45
43Y8kt2PzLDWAf8oHbsVpS,212,Book,1,79.19
mtueRmvuW2ALLXrRnjUrTu,981,Shirt,1,43.39
apePeV7peKfzWH1vRrfX8D,600,Book,1,32.86
whzD5fpfpXwfALbMzHCmUR,629,Paper,1,35.74
74tkogRWgRYwWizPZV9Zje,761,Towel,1,9.65
g4avrzBJMUipwE62AjhtnR,850,Curtain,1,7.4
6rNZCGG5og96kiqo3coYZk,484,Towel,1,22.68
mhLa51Jfd7yjG5ovmwg43m,796,Towel,1,33.02
3TUFAexjAcmgkAoPH2biVK,888,Book,1,61.35
e1n18Bu7khfyVrJpoax1qa,704,Paper,1,20.57
mLEJBRoZYKdjy8FLE4o52L,926,Pen,1,31.41
dA5Dp6XNQdsFJ1o7N1kj24,421,Towel,1,8.54
f1WL8nUHYgEbpUMMPVe5y4,495,Tompouce,1,36.76
o9kJgPkdvj1NjJGbbG9jkB,392,Pen,1,6.59
cTsA9KU5Go7Fgjk63TKuAt,281,Socks,1,66.53
e1eK11RYAi12VhkmJuCjGG,437,Towel,1,14.08
fWUHnbUsbQ7eQzSAKUxWWC,930,Shirt,1,25.55
sicivgD3mFF3e56eAktDLq,244,Tompouce,1,45.37
8nPPrzXPmj25mK4vVnR5Kz,276,Pen,1,40.41
bJQKEkrSrbtePG9F7ZfXgc,602,Book,1,46.76
jcTLysdGgEKYVkuPnbBc7R,766,Pen,1,8.59
8AQN51NXPfvacnk8oCkuYm,741,Curtain,1,58.79
uU8W3zrNxhLePz8awXRGqm,953,Curtain,1,4.62
6ALmTivxKCBExxDms9ii15,273,Tompouce,1,45.23
fcxBKJRq7wwaL1vh6SwzKn,368,Pen,1,11.42
kVe7LRkprbFwR6KEcwRbK1,883,Tompouce,1,66.68
wFC2yQLkXhJYfbCdWciNvH,928,Pen,1,28.28
